node,run_id,configuration,dataset,protocol,phase,round,accepted,protocol_status,case_status,known_event_lines,started_at,finished_at,duration_s,completed,failed,total_input_tokens,total_output_tokens,output_throughput,request_throughput,mean_ttft_ms,p95_ttft_ms,mean_tpot_ms,p95_tpot_ms,mean_itl_ms,p95_itl_ms,mean_e2el_ms,p95_e2el_ms,spec_decode_acceptance_rate,spec_decode_acceptance_length,study_phase,tp,dp,ep,num_speculative_tokens,spec_stats_source,draft_tokens,accepted_draft_tokens,verification_steps,acceptance_length_includes_bonus,accepted_tokens_by_position,kv_capacity_tokens_min_per_rank,kv_cache_usage_peak_pct,preemptions_delta
45,k1-core-02,tp4-epoff-k1,govreport,jit_clean,measurement,1,false,PASS,PASS,215,2026-09-19T21:19:25.396913+00:00,2026-09-19T21:26:48.567294+00:00,417.02489793498535,128,0,1042149,131072,314.30257677428716,0.3069361101311398,12076.33468179938,37699.728740938,87.21024239338398,143.54524376910481,160.35016995802218,663.1233498686925,101292.4126502312,161981.6519671469,83.94063215243551,1.839406321524355,core,4,1,off,1,prometheus_window_delta:engine=0,71217,59780,71217,true,[59780],76101,27.395856680861964,0.0
45,k1-core-02,tp4-epoff-k1,govreport,jit_clean,measurement,2,false,PASS,PASS,84,2026-09-19T21:26:48.568000+00:00,2026-09-19T21:31:43.299689+00:00,268.6432718730066,128,0,1042149,131072,487.90352755218277,0.4764682886251785,6730.257640472701,26019.517267489562,58.47566928455571,119.08897197307365,107.95812701046185,134.79280032333918,66550.86731857317,123057.4559743749,84.69672616529904,1.8469672616529904,core,4,1,off,1,prometheus_window_delta:engine=0,70926,60072,70926,true,[60072],76101,27.459895616534858,0.0
45,k1-core-02,tp4-epoff-k1,govreport,jit_clean,measurement,3,false,PASS,PASS,84,2026-09-19T21:31:43.301122+00:00,2026-09-19T21:36:37.480389+00:00,267.07010839600116,128,0,1042149,131072,490.77749953825435,0.4792749018928265,6081.90485238265,22885.51014813128,58.95194642346324,95.65946649083934,108.62607995683508,137.0125294779426,66389.74604358555,112659.9797193543,84.3704266576607,1.843704266576607,core,4,1,off,1,prometheus_window_delta:engine=0,71064,59957,71064,true,[59957],76101,27.539944286125962,0.0
45,k1-core-02,tp4-epoff-k1,govreport,jit_clean,measurement,4,false,PASS,PASS,24,2026-09-19T21:36:37.481817+00:00,2026-09-19T21:40:27.855579+00:00,204.59841049509123,128,0,1042149,131072,640.6305879054945,0.6256158085014595,4846.381614772326,20397.026457003078,44.75777680697994,71.4102181418854,82.00770159627378,133.93829599954188,50633.58728831281,75437.3930009955,83.30534799764924,1.8330534799764924,core,4,1,off,1,prometheus_window_delta:engine=0,71466,59535,71466,true,[59535],76101,27.38625084051103,0.0
45,k1-core-02,tp4-epoff-k1,govreport,jit_clean,measurement,5,true,PASS,PASS,0,2026-09-19T21:40:27.857045+00:00,2026-09-19T21:43:54.195480+00:00,178.76299488195218,128,0,1042149,131072,733.2166262181646,0.7160318615411764,4609.285409265794,19848.935506166887,38.679748735100446,50.22491807932738,70.99139528930979,134.16405899915844,44178.66836527355,61894.27720111561,83.60221459107156,1.8360221459107156,core,4,1,off,1,prometheus_window_delta:engine=0,71345,59646,71345,true,[59646],76101,27.421472255131118,0.0
45,k1-core-02,tp4-epoff-k1,govreport,jit_clean,measurement,6,false,PASS,PASS,12,2026-09-19T21:43:54.197225+00:00,2026-09-19T21:47:19.015665+00:00,179.0021036140388,128,0,1042149,131072,732.2372047795325,0.7150753952925122,4858.3098580957085,19802.603895915665,38.54640168360573,48.75010085082317,70.76450847635991,131.94100219989193,44291.27878042436,58381.06205125222,83.6597641846706,1.836597641846706,core,4,1,off,1,prometheus_window_delta:engine=0,71327,59672,71327,true,[59672],76101,27.45349172296756,0.0
45,k1-core-02,tp4-epoff-k1,govreport,jit_clean,measurement,7,true,PASS,PASS,0,2026-09-19T21:47:19.017504+00:00,2026-09-19T21:50:44.545564+00:00,179.16543334000744,128,0,1042149,131072,731.5696870571059,0.7144235225167049,4593.966357977479,19820.985604840094,38.78783038838772,46.959019522489896,71.15585454931984,131.78311473457134,44273.91684529812,63424.933055439025,83.51896215973886,1.8351896215973886,core,4,1,off,1,prometheus_window_delta:engine=0,71379,59615,71379,true,[59615],76101,27.536742339342325,0.0
45,k1-core-02,tp4-epoff-k1,govreport,jit_clean,measurement,8,true,PASS,PASS,0,2026-09-19T21:50:44.548294+00:00,2026-09-19T21:54:09.750354+00:00,178.39561023691203,128,0,1042149,131072,734.7265990790604,0.7175064444131449,4931.113702656148,19835.440415242912,38.3940170632827,49.48249421209208,70.56984393911084,116.63081299047917,44208.19315839435,62663.49256992689,83.87164694487724,1.8387164694487725,core,4,1,off,1,prometheus_window_delta:engine=0,71241,59751,71241,true,[59751],76101,27.32861579840543,0.0
45,k2-core-02,tp4-epoff-k2,govreport,jit_clean,measurement,1,false,PASS,PASS,296,2026-09-19T22:02:39.730991+00:00,2026-09-19T22:11:17.282042+00:00,492.450347492937,128,0,1042149,131072,266.1628744243701,0.25992468205504893,12451.233176684582,38309.684399311656,105.6815240292599,212.0603277432989,262.6124214895796,761.8471338762902,120563.43225861747,235564.2733334738,74.35525192143467,2.4871050384286937,core,4,1,off,2,prometheus_window_delta:engine=0,105390,78363,52695,true,"[44105, 34258]",74629,27.93286969014268,0.0
45,k2-core-02,tp4-epoff-k2,govreport,jit_clean,measurement,2,false,PASS,PASS,48,2026-09-19T22:11:17.282760+00:00,2026-09-19T22:15:22.943671+00:00,219.39698962296825,128,0,1042149,131072,597.4193184019801,0.5834173031269337,5015.286483115233,21287.525885482315,48.101473568844625,72.15579900675397,119.58155053491254,754.5120485709049,54223.093944043285,86735.28138733236,74.41145200486027,2.488229040097205,core,4,1,off,2,prometheus_window_delta:engine=0,105344,78388,52672,true,"[44063, 34325]",74629,27.861037646521048,0.0
